rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp
2909	apparent	j	26981	27.17	0.01	0.00	21050	0.95
2910	arrangement	n	26976	27.17	0.02	0.00	18060	0.95
2911	incorporate	v	26974	27.16	0.06	0.00	18347	0.91
2912	split	v	26970	27.16	0.04	0.01	21194	0.99
2913	brilliant	j	26970	27.16	0.10	0.01	19928	0.98
2914	storage	n	26941	27.13	0.07	0.01	13146	0.94
2915	framework	n	26926	27.12	0.10	0.01	12542	0.85
2916	honestly	r	26926	27.12	0.27	0.00	19554	0.95
2917	chase	v	26901	27.09	0.15	0.02	19276	0.98
2918	sigh	v	26874	27.06	0.21	0.13	12092	0.86
2919	assure	v	26863	27.05	0.01	0.00	21213	0.98
2920	utility	n	26839	27.03	0.11	0.01	12410	0.93
2921	taste	v	26826	27.01	0.03	0.01	15279	0.95
2922	aggressive	j	26819	27.01	0.03	0.00	18804	0.96
2923	cookie	n	26809	27.00	0.15	0.02	11771	0.93
2924	terror	n	26792	26.98	0.11	0.01	15244	0.93
2925	free	v	26787	26.98	0.11	0.01	19912	0.98
2926	worth	n	26778	26.97	0.05	0.01	20731	0.97
2927	wealthy	j	26746	26.93	0.03	0.00	17115	0.96
2928	update	v	26744	26.93	0.24	0.07	17811	0.92
2929	forum	n	26724	26.91	0.29	0.01	15505	0.93
2930	alliance	n	26718	26.91	0.42	0.01	13412	0.94
2931	possess	v	26713	26.90	0.02	0.00	17948	0.95
2932	empire	n	26692	26.88	0.45	0.01	12848	0.95
2933	curious	j	26666	26.85	0.08	0.01	20191	0.97
2934	corn	n	26609	26.80	0.12	0.01	10893	0.95
2935	neither	d	26586	26.77	0.38	0.00	21793	0.98
2936	calculate	v	26570	26.76	0.03	0.00	15704	0.91
2937	hurry	v	26561	26.75	0.35	0.02	15464	0.90
2938	testimony	n	26542	26.73	0.03	0.00	13215	0.92
2939	elementary	j	26542	26.73	0.31	0.01	12506	0.89
2940	transfer	n	26541	26.73	0.06	0.00	12900	0.92
2941	stake	n	26539	26.73	0.05	0.01	19098	0.97
2942	precisely	r	26538	26.72	0.07	0.00	19108	0.95
2943	bite	v	26532	26.72	0.06	0.01	18272	0.95
2944	given	j	26528	26.71	0.01	0.00	18544	0.93
2945	substantial	j	26521	26.71	0.02	0.00	18610	0.93
2946	depending	i	26517	26.70	0.17	0.00	21696	0.96
2947	glance	v	26481	26.67	0.03	0.00	12434	0.78
2948	tissue	n	26475	26.66	0.03	0.00	11283	0.92
2949	concentration	n	26470	26.66	0.03	0.00	12533	0.89
2950	developer	n	26466	26.65	0.08	0.00	11694	0.92
2951	found	v	26466	26.65	0.11	0.00	19563	0.94
2952	ballot	n	26460	26.65	0.02	0.00	10054	0.87
2953	consume	v	26453	26.64	0.02	0.00	17812	0.96
2954	overcome	v	26449	26.63	0.04	0.00	20185	0.96
2955	biological	j	26435	26.62	0.10	0.00	12404	0.93
2956	chamber	n	26416	26.60	0.27	0.01	14025	0.96
2957	similarly	r	26400	26.59	0.57	0.00	18684	0.90
2958	stick	n	26373	26.56	0.08	0.01	16408	0.96
2959	dare	v	26363	26.55	0.08	0.02	18775	0.97
2960	developing	j	26334	26.52	0.06	0.00	15707	0.91
2961	tiger	n	26334	26.52	0.72	0.02	9952	0.92
2962	ratio	n	26305	26.49	0.05	0.01	11435	0.88
2963	lover	n	26282	26.47	0.09	0.01	16813	0.97
2964	expansion	n	26265	26.45	0.04	0.00	15329	0.93
2965	encounter	v	26259	26.44	0.01	0.00	19857	0.95
2966	occasionally	r	26250	26.43	0.14	0.00	20915	0.95
2967	unemployment	n	26248	26.43	0.08	0.00	12524	0.93
2968	pet	n	26240	26.42	0.15	0.04	12870	0.96
2969	awful	j	26206	26.39	0.04	0.01	19461	0.97
2970	laboratory	n	26198	26.38	0.35	0.01	13791	0.91
2971	administrator	n	26195	26.38	0.12	0.00	13381	0.90
2972	wind	v	26183	26.37	0.03	0.00	20975	0.97
2973	quarterback	n	26181	26.36	0.02	0.00	9182	0.87
2974	rocket	n	26167	26.35	0.26	0.01	10254	0.94
2975	preparation	n	26152	26.34	0.09	0.01	16734	0.93
2976	relative	n	26146	26.33	0.03	0.00	17832	0.97
2977	confident	j	26144	26.33	0.02	0.00	20896	0.97
2978	strategic	j	26103	26.29	0.16	0.01	14114	0.93
2979	marine	j	26088	26.27	0.59	0.01	10743	0.95
2980	quote	n	26087	26.27	0.06	0.01	15370	0.91
2981	publisher	n	26079	26.26	0.18	0.01	12145	0.93
2982	innovation	n	26039	26.22	0.14	0.01	13210	0.91
2983	highlight	v	26029	26.21	0.05	0.02	19231	0.92
2984	nut	n	26017	26.20	0.08	0.02	16415	0.97
2985	fighter	n	26014	26.20	0.10	0.01	12228	0.96
2986	rank	n	26007	26.19	0.05	0.01	17599	0.96
2987	electricity	n	26003	26.19	0.05	0.00	12098	0.95
2988	instance	n	26001	26.18	0.01	0.00	17162	0.93
2989	fortune	n	25994	26.18	0.26	0.05	18553	0.97
2990	freeze	v	25985	26.17	0.13	0.02	17432	0.96
2991	variation	n	25982	26.16	0.06	0.01	13748	0.89
2992	armed	j	25972	26.15	0.19	0.01	14428	0.95
2993	negotiate	v	25963	26.15	0.02	0.00	17226	0.95
2994	laughter	n	25929	26.11	0.31	0.15	12405	0.87
2995	wisdom	n	25925	26.11	0.07	0.01	17000	0.96
2996	correspondent	n	25907	26.09	0.34	0.23	13700	0.78
2997	mixture	n	25895	26.08	0.01	0.00	11425	0.87
2998	murder	v	25889	26.07	0.03	0.01	15449	0.97
2999	assistant	n	25884	26.07	0.11	0.02	16340	0.97
3000	retain	v	25881	26.06	0.01	0.00	19407	0.94
3001	tomato	n	25826	26.01	0.10	0.02	9037	0.88
3002	indian	n	25825	26.01	0.99	0.01	8495	0.92
3003	testify	v	25823	26.00	0.02	0.00	13552	0.93
3004	ingredient	n	25809	25.99	0.08	0.03	13148	0.91
3005	since	r	25781	25.96	0.01	0.00	22609	0.97
3006	galaxy	n	25775	25.96	0.27	0.01	6347	0.89
3007	qualify	v	25774	25.96	0.01	0.00	17771	0.96
3008	scheme	n	25772	25.95	0.03	0.00	15458	0.95
3009	gop	n	25770	25.95	0.99	0.99	10063	0.90
3010	shame	n	25764	25.95	0.14	0.01	17587	0.97
3011	concentrate	v	25761	25.94	0.04	0.00	20218	0.96
3012	contest	n	25761	25.94	0.09	0.01	15473	0.97
3013	introduction	n	25722	25.90	0.28	0.05	18496	0.90
3014	boundary	n	25694	25.87	0.05	0.00	14247	0.91
3015	tube	n	25647	25.83	0.05	0.01	12810	0.94
3016	versus	i	25646	25.83	0.05	0.01	16197	0.93
3017	chef	n	25646	25.83	0.29	0.02	9098	0.90
3018	regularly	r	25635	25.82	0.01	0.00	21112	0.95
3019	ugly	j	25632	25.81	0.07	0.01	18087	0.97
3020	screw	v	25632	25.81	0.12	0.01	16705	0.95
3021	load	n	25620	25.80	0.04	0.01	15052	0.95
3022	tongue	n	25612	25.79	0.03	0.01	15816	0.92
3023	palestinian	j	25603	25.78	1.00	0.01	5274	0.89
3024	fiscal	j	25598	25.78	0.07	0.00	12243	0.93
3025	creek	n	25595	25.77	0.73	0.02	10446	0.91
3026	hip	n	25581	25.76	0.07	0.01	14986	0.94
3027	accompany	v	25567	25.75	0.03	0.00	20175	0.95
3028	decline	n	25563	25.74	0.03	0.00	15342	0.94
3029	terrorism	n	25562	25.74	0.09	0.01	10915	0.89
3030	respondent	n	25555	25.73	0.11	0.01	5712	0.81
3031	narrator	n	25554	25.73	0.62	0.20	3937	0.82
3032	voting	n	25547	25.73	0.09	0.00	11496	0.92
3033	refugee	n	25533	25.71	0.09	0.01	8537	0.90
3034	assembly	n	25533	25.71	0.45	0.01	12713	0.94
3035	fraud	n	25518	25.70	0.06	0.01	11737	0.94
3036	limitation	n	25511	25.69	0.08	0.01	14905	0.88
3037	house	v	25510	25.69	0.11	0.01	18486	0.96
3038	partnership	n	25493	25.67	0.14	0.00	14513	0.93
3039	store	v	25475	25.65	0.04	0.00	16426	0.95
3040	crash	n	25472	25.65	0.06	0.02	14051	0.96
3041	surprise	v	25449	25.63	0.05	0.01	20672	0.97
3042	representation	n	25448	25.63	0.04	0.00	11687	0.87
3043	hold	n	25448	25.63	0.06	0.01	19411	0.97
3044	ministry	n	25434	25.61	0.46	0.00	11541	0.94
3045	flat	j	25427	25.61	0.05	0.01	18091	0.95
3046	wise	j	25418	25.60	0.07	0.01	18722	0.97
3047	witness	v	25418	25.60	0.06	0.01	19888	0.98
3048	excuse	n	25386	25.56	0.02	0.01	18746	0.97
3049	register	v	25367	25.55	0.06	0.00	16911	0.96
3050	comedy	n	25303	25.48	0.15	0.02	11723	0.94
3051	purchase	n	25302	25.48	0.04	0.00	16079	0.95
3052	tap	v	25295	25.47	0.07	0.01	18158	0.95
3053	infrastructure	n	25291	25.47	0.05	0.00	13833	0.94
3054	organic	j	25288	25.47	0.13	0.01	10547	0.91
3055	islam	n	25282	25.46	0.97	0.01	6391	0.91
3056	diverse	j	25277	25.45	0.02	0.00	16782	0.91
3057	favor	v	25274	25.45	0.00	0.00	18646	0.95
3058	intellectual	j	25268	25.45	0.06	0.00	13434	0.91
3059	tight	j	25214	25.39	0.03	0.01	19969	0.96
3060	port	n	25211	25.39	0.12	0.01	11718	0.95
3061	fate	n	25194	25.37	0.08	0.01	18377	0.98
3062	market	v	25191	25.37	0.14	0.01	16915	0.95
3063	absolute	j	25184	25.36	0.06	0.01	17438	0.95
3064	dialogue	n	25173	25.35	0.08	0.01	13772	0.93
3065	plus	n	25166	25.34	0.74	0.01	19581	0.95
3066	frequency	n	25158	25.33	0.06	0.00	10847	0.88
3067	tribe	n	25147	25.32	0.14	0.01	8480	0.94
3068	external	j	25146	25.32	0.06	0.01	12766	0.88
3069	appointment	n	25144	25.32	0.03	0.00	15425	0.98
3070	convert	v	25123	25.30	0.03	0.00	17027	0.95
3071	surprising	j	25114	25.29	0.02	0.00	21289	0.96
3072	mobile	j	25095	25.27	0.07	0.00	12480	0.92
3073	establishment	n	25090	25.27	0.07	0.00	14823	0.93
3074	worried	j	25086	25.26	0.04	0.01	19683	0.97
3075	bye	u	25081	25.26	0.85	0.03	10781	0.88
3076	shopping	n	25052	25.23	0.10	0.02	16577	0.96
3077	celebrity	n	24989	25.16	0.11	0.02	14914	0.95
3078	congressman	n	24982	25.16	0.64	0.01	10485	0.86
3079	impress	v	24977	25.15	0.03	0.01	20022	0.98
3080	taxpayer	n	24954	25.13	0.07	0.00	12320	0.91
3081	adapt	v	24934	25.11	0.09	0.01	17745	0.94
3082	publicly	r	24932	25.11	0.02	0.00	19052	0.95
3083	pride	n	24923	25.10	0.09	0.01	18199	0.98
3084	clothing	n	24923	25.10	0.04	0.01	16445	0.97
3085	rapidly	r	24922	25.10	0.01	0.00	18981	0.95
3086	domain	n	24914	25.09	0.06	0.00	9383	0.89
3087	mainly	r	24910	25.09	0.04	0.00	19184	0.95
3088	ceiling	n	24902	25.08	0.02	0.01	15249	0.92
3089	alter	v	24900	25.07	0.05	0.01	17986	0.95
3090	shelter	n	24892	25.07	0.06	0.01	12360	0.97
3091	random	j	24886	25.06	0.14	0.01	15789	0.95
3092	obligation	n	24879	25.05	0.02	0.00	14791	0.94
3093	shower	n	24876	25.05	0.05	0.01	14810	0.96
3094	beg	v	24867	25.04	0.04	0.01	18770	0.97
3095	asleep	j	24848	25.02	0.02	0.01	15748	0.92
3096	musician	n	24829	25.00	0.06	0.01	11678	0.95
3097	extraordinary	j	24829	25.00	0.05	0.00	18821	0.96
3098	dirt	n	24819	24.99	0.06	0.01	15737	0.93
3099	pc	n	24814	24.99	0.97	0.79	7403	0.89
3100	bell	n	24813	24.99	0.13	0.04	14714	0.95
3101	smell	n	24783	24.96	0.03	0.00	15358	0.90
3102	damage	v	24780	24.95	0.04	0.00	18807	0.97
3103	ceremony	n	24779	24.95	0.05	0.01	14319	0.96
3104	clue	n	24755	24.93	0.04	0.01	17521	0.98
3105	guideline	n	24752	24.93	0.13	0.01	12845	0.91
3106	comfort	n	24745	24.92	0.06	0.01	18732	0.96
3107	near	j	24720	24.63	0.07	0.01	19416	0.97
3108	pregnancy	n	24687	24.86	0.05	0.00	9170	0.94
3109	borrow	v	24662	24.84	0.04	0.01	17401	0.99
3110	conventional	j	24656	24.83	0.06	0.00	15232	0.93
3111	tourist	n	24638	24.81	0.08	0.01	13350	0.96
3112	incentive	n	24612	24.78	0.03	0.00	13696	0.93
3113	custom	n	24610	24.78	0.19	0.01	14674	0.96
3114	cheek	n	24607	24.78	0.03	0.00	14888	0.85
3115	tournament	n	24576	24.75	0.16	0.01	8715	0.87
3116	double	v	24576	24.75	0.03	0.01	19594	0.96
3117	satellite	n	24573	24.75	0.09	0.01	11398	0.95
3118	nearby	j	24560	24.73	0.02	0.00	19589	0.94
3119	comprehensive	j	24553	24.73	0.08	0.00	15800	0.91
3120	stable	j	24549	24.72	0.02	0.00	16592	0.96
3121	medication	n	24549	24.72	0.03	0.00	11367	0.96
3122	script	n	24547	24.72	0.06	0.01	11838	0.96
3123	educate	v	24527	24.70	0.05	0.00	17405	0.95
3124	efficient	j	24525	24.70	0.02	0.00	16560	0.95
3125	risk	v	24524	24.70	0.07	0.01	19159	0.99
3126	welcome	j	24515	24.69	0.05	0.01	19897	0.98
3127	scare	v	24484	24.66	0.04	0.01	17890	0.97
3128	psychology	n	24479	24.65	0.32	0.01	10408	0.85
3129	logic	n	24470	24.64	0.07	0.00	14015	0.93
3130	economics	n	24463	24.63	0.24	0.01	13493	0.93
3131	update	n	24444	24.62	0.12	0.02	14872	0.91
3132	nevertheless	r	24438	24.61	0.64	0.00	17573	0.92
3133	devil	n	24433	24.60	0.36	0.02	12996	0.98
3134	thirty	m	24427	24.60	0.21	0.01	16759	0.93
3135	beat	n	24421	24.59	0.12	0.01	12856	0.91
3136	charity	n	24405	24.58	0.14	0.01	12812	0.97
3137	fiber	n	24394	24.57	0.12	0.09	8502	0.87
3138	wave	v	24391	24.56	0.02	0.00	15922	0.87
3139	ideal	j	24367	24.54	0.05	0.01	17785	0.94
3140	friendship	n	24359	24.53	0.09	0.01	14516	0.97
3141	net	n	24355	24.53	0.25	0.02	13825	0.96
3142	motivation	n	24342	24.51	0.05	0.00	13436	0.89
3143	differently	r	24322	24.49	0.01	0.00	19393	0.97
3144	reserve	n	24319	24.49	0.35	0.01	12304	0.95
3145	observer	n	24293	24.46	0.15	0.01	14723	0.93
3146	humanity	n	24254	24.42	0.09	0.01	14053	0.96
3147	survivor	n	24240	24.41	0.21	0.02	12204	0.96
3148	fence	n	24223	24.39	0.04	0.01	13502	0.95
3149	quietly	r	24222	24.39	0.03	0.00	17657	0.91
3150	humor	n	24213	24.38	0.05	0.00	15926	0.97
3151	major	n	24191	24.36	0.49	0.00	13075	0.96
3152	funeral	n	24184	24.35	0.10	0.01	12298	0.95
3153	spokesman	n	24143	24.31	0.05	0.01	17713	0.88
3154	extension	n	24142	24.31	0.09	0.00	15146	0.95
3155	loose	j	24139	24.31	0.04	0.01	18915	0.96
3156	sink	v	24129	24.30	0.03	0.01	17502	0.94
3157	historian	n	24128	24.30	0.11	0.01	12268	0.92
3158	ruin	v	24113	24.28	0.03	0.01	17978	0.97
3159	balance	v	24104	24.27	0.04	0.00	18417	0.96
3160	chemical	n	24096	24.27	0.15	0.00	12128	0.95
3161	singer	n	24095	24.26	0.06	0.01	12655	0.96
3162	drunk	j	24079	24.25	0.05	0.01	13877	0.96
3163	swim	v	24072	24.24	0.06	0.01	13747	0.95
3164	onion	n	24049	24.22	0.08	0.01	7990	0.86
3165	specialist	n	24031	24.20	0.10	0.01	15440	0.94
3166	missing	j	24015	24.18	0.08	0.01	15736	0.98
3167	white	n	24014	24.18	0.09	0.00	11508	0.95
3168	pan	n	24011	24.19	0.03	0.02	8996	0.88
3169	distribute	v	24006	24.17	0.03	0.00	17417	0.95
3170	silly	j	24001	24.17	0.07	0.01	17427	0.97
3171	deck	n	23996	24.16	0.09	0.02	11468	0.94
3172	reflection	n	23994	24.16	0.09	0.01	15890	0.94
3173	shortly	r	23986	24.15	0.24	0.00	20194	0.97
3174	database	n	23984	24.15	0.08	0.00	10526	0.93
3175	flow	v	23932	24.10	0.01	0.00	17709	0.97
3176	remote	j	23930	24.10	0.06	0.01	16204	0.97
3177	permission	n	23927	24.10	0.06	0.01	17227	0.97
3178	remarkable	j	23919	24.09	0.03	0.00	19178	0.97
3179	everyday	j	23918	24.09	0.07	0.01	17557	0.96
3180	lifestyle	n	23917	24.09	0.05	0.01	15525	0.95
3181	sweep	v	23911	24.08	0.03	0.00	18452	0.95
3182	naked	j	23909	24.08	0.09	0.01	14791	0.95
3183	sufficient	j	23898	24.07	0.01	0.00	16633	0.93
3184	lion	n	23871	24.04	0.43	0.01	10837	0.95
3185	consumption	n	23864	24.03	0.03	0.00	10723	0.92
3186	capability	n	23836	24.00	0.01	0.00	13976	0.94
3187	practice	v	23797	23.96	0.03	0.00	17932	0.97
3188	emission	n	23770	23.94	0.04	0.00	6178	0.90
3189	sidebar	n	23763	23.93	0.88	0.00	10971	0.62
3190	crap	n	23756	23.92	0.07	0.02	14816	0.93
3191	dealer	n	23742	23.91	0.11	0.01	11220	0.94
3192	measurement	n	23736	23.90	0.08	0.00	9641	0.86
3193	vital	j	23700	23.87	0.04	0.01	17765	0.96
3194	impressive	j	23687	23.85	0.05	0.00	19588	0.97
3195	bake	v	23686	23.85	0.28	0.03	10104	0.88
3196	fantastic	j	23669	23.84	0.16	0.01	16956	0.96
3197	adviser	n	23663	23.83	0.10	0.01	14337	0.92
3198	yield	v	23640	23.81	0.06	0.01	15921	0.92
3199	mere	j	23631	23.80	0.02	0.00	17963	0.95
3200	imagination	n	23622	23.79	0.05	0.00	15934	0.96
3201	radical	j	23620	23.79	0.07	0.00	14420	0.95
3202	tragedy	n	23619	23.78	0.06	0.01	16262	0.96
3203	scary	j	23596	23.76	0.07	0.01	16840	0.97
3204	consultant	n	23591	23.76	0.09	0.01	15009	0.93
3205	correct	v	23582	23.75	0.05	0.00	17518	0.97
3206	lieutenant	n	23579	23.74	0.66	0.01	8250	0.90
3207	upset	v	23566	23.73	0.02	0.01	18218	0.98
3208	attractive	j	23563	23.73	0.02	0.00	17493	0.97
3209	acre	n	23558	23.72	0.06	0.01	11865	0.92
3210	drawing	n	23549	23.71	0.07	0.01	11719	0.94
3211	defeat	v	23537	23.70	0.02	0.01	16064	0.96
3212	newly	r	23531	23.70	0.04	0.00	19345	0.95
3213	scandal	n	23525	23.69	0.05	0.01	13419	0.94
3214	ambassador	n	23522	23.69	0.44	0.01	10631	0.91
3215	ooh	u	23498	23.66	0.85	0.05	10073	0.86
3216	spot	v	23494	23.66	0.04	0.01	17548	0.95
3217	content	j	23491	23.66	0.10	0.01	13283	0.91
3218	round	j	23484	23.65	0.14	0.01	15901	0.95
3219	bench	n	23481	23.65	0.05	0.01	13960	0.94
3220	guide	v	23475	23.64	0.10	0.01	18146	0.95
3221	counter	n	23475	23.64	0.03	0.01	14584	0.92
3222	chemical	j	23464	23.63	0.03	0.01	12142	0.94
3223	odds	n	23462	23.63	0.07	0.01	16681	0.97
3224	rat	n	23442	23.61	0.15	0.03	10445	0.96
3225	horror	n	23430	23.59	0.09	0.01	15136	0.97
3226	appeal	v	23427	23.59	0.02	0.00	18091	0.96
3227	vulnerable	j	23392	23.56	0.02	0.00	17823	0.97
3228	prevention	n	23383	23.55	0.36	0.01	10495	0.86
3229	square	j	23378	23.54	0.05	0.01	14994	0.95
3230	segment	n	23372	23.54	0.03	0.00	14818	0.95
3231	ban	v	23359	23.52	0.05	0.00	14767	0.95
3232	tail	n	23344	23.51	0.08	0.02	13625	0.94
3233	constitute	v	23339	23.50	0.00	0.00	14737	0.89
3234	badly	r	23330	23.49	0.02	0.00	19006	0.98
3235	bless	v	23307	23.47	0.17	0.01	15024	0.96
3236	literary	j	23305	23.47	0.11	0.00	9300	0.89
3237	magic	j	23302	23.47	0.36	0.02	14296	0.98
3238	implementation	n	23294	23.46	0.08	0.01	9345	0.83
3239	legitimate	j	23286	23.45	0.02	0.00	16012	0.95
3240	slight	j	23283	23.45	0.02	0.00	18586	0.95
3241	crash	v	23281	23.44	0.07	0.03	16629	0.97
3242	strip	n	23266	23.43	0.20	0.01	13787	0.96
3243	desperate	j	23253	23.42	0.08	0.01	18197	0.98
3244	distant	j	23251	23.41	0.03	0.01	16435	0.94
3245	preference	n	23230	23.39	0.05	0.00	12497	0.91
3246	politically	r	23229	23.39	0.05	0.00	16761	0.95
3247	feedback	n	23220	23.38	0.07	0.02	11142	0.89
3248	health-care	n	23216	23.38	0.01	0.00	8878	0.92
3249	criminal	n	23214	23.38	0.05	0.01	13752	0.97
3250	can	n	23201	23.36	0.02	0.00	15429	0.96
3251	italian	j	23199	23.36	0.99	0.01	12683	0.95
3252	detailed	j	23161	23.32	0.04	0.00	17572	0.94
3253	buyer	n	23157	23.32	0.08	0.01	11689	0.93
3254	wrong	r	23141	23.30	0.03	0.01	18366	0.98
3255	cooperation	n	23135	23.30	0.13	0.00	12718	0.91
3256	profession	n	23135	23.30	0.04	0.00	12793	0.92
3257	incredibly	r	23108	23.27	0.05	0.01	18194	0.95
3258	orange	j	23088	23.25	0.43	0.01	13711	0.90
3259	killing	n	23084	23.25	0.05	0.01	14051	0.97
3260	sue	v	23083	23.25	0.03	0.00	13665	0.96
3261	photographer	n	23062	23.22	0.13	0.03	11006	0.94
3262	running	j	23050	23.21	0.08	0.01	16604	0.96
3263	engagement	n	23041	23.20	0.07	0.01	12668	0.91
3264	differ	v	23032	23.19	0.01	0.00	15130	0.89
3265	paint	n	23029	23.19	0.05	0.01	12233	0.93
3266	pitch	n	23028	23.19	0.04	0.01	12596	0.94
3267	extensive	j	23021	23.18	0.03	0.00	17963	0.93
3268	salad	n	23010	23.17	0.14	0.03	10501	0.91
3269	stair	n	23001	23.16	0.03	0.01	12188	0.88
3270	notice	n	22997	23.16	0.06	0.01	15412	0.96
3271	grace	n	22995	23.16	0.05	0.00	13400	0.95
3272	divorce	n	22992	23.15	0.05	0.01	11488	0.97
3273	vessel	n	22977	23.14	0.03	0.00	9880	0.94
3274	pig	n	22965	23.13	0.15	0.02	11173	0.97
3275	assignment	n	22955	23.12	0.04	0.01	13422	0.94
3276	distinction	n	22938	23.10	0.02	0.00	14099	0.91
3277	fit	j	22936	23.10	0.07	0.02	16915	0.97
3278	circuit	n	22927	23.09	0.40	0.01	11205	0.91
3279	acid	n	22925	23.09	0.06	0.01	8931	0.90
3280	canadian	j	22924	23.09	0.99	0.01	10188	0.92
3281	flee	v	22896	23.06	0.02	0.00	16078	0.96
3282	efficiency	n	22889	23.05	0.05	0.00	11705	0.91
3283	memorial	n	22884	23.04	0.57	0.01	12169	0.93
3284	proposed	j	22864	23.02	0.04	0.00	13514	0.92
3285	blue	n	22857	23.02	0.35	0.02	11715	0.94
3286	entity	n	22849	23.01	0.02	0.00	11706	0.91
3287	iphone	n	22844	23.00	0.00	0.00	5807	0.86
3288	punishment	n	22839	23.00	0.05	0.01	12259	0.95
3289	pause	v	22805	22.97	0.02	0.00	14291	0.85
3290	pill	n	22802	22.96	0.07	0.01	10880	0.97
3291	rub	v	22774	22.93	0.07	0.01	15514	0.90
3292	romantic	j	22772	22.93	0.10	0.01	14647	0.98
3293	myth	n	22770	22.93	0.15	0.03	11921	0.94
3294	economist	n	22756	22.92	0.16	0.01	11067	0.93
3295	latin	j	22755	22.91	1.00	0.01	10055	0.90
3296	decent	j	22751	22.91	0.03	0.01	17303	0.96
3297	assistant	j	22741	22.90	0.24	0.01	16795	0.94
3298	craft	n	22724	22.88	0.16	0.01	11663	0.93
3299	poetry	n	22722	22.88	0.14	0.01	9228	0.93
3300	terrorist	j	22697	22.86	0.04	0.00	10782	0.91
3301	thread	n	22683	22.84	0.04	0.00	11480	0.91
3302	wooden	j	22683	22.84	0.06	0.01	14743	0.91
3303	confuse	v	22680	22.84	0.02	0.00	17956	0.98
3304	subject	i	22677	22.84	0.02	0.00	15288	0.91
3305	privilege	n	22671	22.83	0.03	0.00	13584	0.95
3306	coal	n	22670	22.83	0.10	0.01	8356	0.94
3307	fool	n	22667	22.83	0.12	0.02	14452	0.96
3308	cow	n	22660	22.82	0.08	0.01	10952	0.96
3309	characterize	v	22657	22.82	0.01	0.00	15106	0.88
3310	pie	n	22654	22.81	0.15	0.02	11039	0.96
3311	decrease	v	22654	22.81	0.02	0.00	13814	0.90
3312	resort	n	22647	22.81	0.20	0.01	12622	0.93
3313	legacy	n	22631	22.79	0.13	0.01	15444	0.96
3314	re	i	22620	22.78	0.09	0.00	8380	0.87
3315	stress	v	22587	22.75	0.02	0.00	17090	0.95
3316	frankly	r	22564	22.72	0.22	0.00	16684	0.92
3317	matter	d	22486	22.64	0.01	0.01	18445	0.98
3318	cancel	v	22480	22.64	0.05	0.01	15411	0.97
3319	derive	v	22469	22.63	0.01	0.00	14107	0.89
3320	dumb	j	22462	22.62	0.09	0.02	14538	0.96
3321	scope	n	22460	22.62	0.07	0.01	13460	0.93
3322	formation	n	22441	22.60	0.05	0.00	12383	0.91
3323	grandfather	n	22432	22.59	0.10	0.01	11133	0.94
3324	hence	r	22424	22.58	0.46	0.00	13654	0.91
3325	wish	n	22423	22.58	0.05	0.01	16083	0.99
3326	margin	n	22417	22.57	0.03	0.00	14382	0.95
3327	wound	n	22414	22.57	0.02	0.00	13451	0.97
3328	exhibition	n	22400	22.56	0.10	0.01	8133	0.90
3329	legislature	n	22388	22.55	0.37	0.00	10407	0.91
3330	furthermore	r	22381	22.54	0.92	0.00	13997	0.87
3331	portrait	n	22377	22.53	0.13	0.01	11278	0.94
3332	catholic	n	22367	22.52	0.99	0.01	8002	0.92
3333	sustain	v	22359	22.52	0.02	0.00	16627	0.95
3334	uniform	n	22332	22.49	0.03	0.01	14064	0.96
3335	painful	j	22292	22.45	0.02	0.00	17436	0.98
3336	loud	j	22276	22.43	0.06	0.02	16154	0.93
3337	miracle	n	22275	22.43	0.13	0.01	13477	0.98
3338	harm	n	22267	22.42	0.04	0.01	14550	0.97
3339	zero	m	22266	22.42	0.21	0.03	14859	0.97
3340	tactic	n	22260	22.42	0.03	0.01	15118	0.96
3341	mask	n	22256	22.41	0.09	0.02	10253	0.95
3342	calm	v	22255	22.41	0.22	0.01	15677	0.95
3343	inflation	n	22242	22.40	0.06	0.00	8108	0.92
3344	hunting	n	22232	22.39	0.10	0.01	10918	0.92
3345	physically	r	22212	22.37	0.05	0.00	16937	0.97
3346	final	n	22206	22.36	0.26	0.01	12868	0.91
3347	flesh	n	22204	22.36	0.04	0.01	13288	0.93
3348	temporary	j	22199	22.35	0.05	0.01	16404	0.97
3349	fellow	n	22194	22.35	0.15	0.01	15193	0.97
3350	nerve	n	22174	22.07	0.03	0.00	13641	0.96
3351	lung	n	22170	22.33	0.07	0.00	11546	0.95
3352	steady	j	22152	22.31	0.05	0.01	17783	0.96
3353	headline	n	22141	22.30	0.06	0.01	16584	0.94
3354	sudden	j	22133	22.29	0.04	0.01	16291	0.94
3355	successfully	r	22130	22.29	0.01	0.00	18075	0.94
3356	defendant	n	22117	22.27	0.05	0.00	6860	0.89
3357	pole	n	22115	22.27	0.24	0.01	11510	0.96
3358	satisfy	v	22111	22.27	0.01	0.00	16977	0.96
3359	entrance	n	22111	22.27	0.04	0.02	14734	0.95
3360	aircraft	n	22111	22.27	0.05	0.00	9156	0.94
3361	withdraw	v	22109	22.26	0.03	0.00	15207	0.96
3362	cabinet	n	22078	22.23	0.24	0.01	12643	0.95
3363	relative	j	22070	22.23	0.04	0.00	13781	0.90
3364	repeatedly	r	22066	22.22	0.02	0.00	18097	0.96
